plot_id,longitude,latitude,Altitude,crop_type,planting_date,season,country,county
309,37.784109,0.1706727,1526.7,maize,10/8/2021,Short Rains,Kenya,Meru
310,37.7880113,0.0602492,1165.9,maize,10/10/2021,Short Rains,Kenya,Meru
311,37.6917562,0.2343394,1314.8,maize,10/15/2021,Short Rains,Kenya,Meru
312,37.8076562,0.0962195,1124.5,maize,10/21/2021,Short Rains,Kenya,Meru
313,37.7849139,0.1713649,1489.2,maize,10/29/2021,Short Rains,Kenya,Meru
314,37.8615449,-0.1063884,784.8,maize,10/8/2021,Short Rains,Kenya,Meru
315,37.6568097,0.1835926,1419.25,maize,10/8/2021,Short Rains,Kenya,Meru
316,37.80378,-0.008206667,1030.7,maize,10/16/2021,Short Rains,Kenya,Meru
317,37.785045,0.1211667,1399.2,maize,10/5/2021,Short Rains,Kenya,Meru
318,37.6789028,-0.0335665,1426.8,maize,11/13/2021,Short Rains,Kenya,Meru
319,37.8544337,-0.1004344,827.6,maize,10/30/2021,Short Rains,Kenya,Meru
320,37.7927042,0.10492,1223.5,maize,10/26/2021,Short Rains,Kenya,Meru
321,37.7774146,0.1920546,1472.8,maize,10/18/2021,Short Rains,Kenya,Meru
322,38.0739879,0.2892017,893.3,maize,10/10/2021,Short Rains,Kenya,Meru
323,37.81418833,-0.027936667,1031.5,maize,10/16/2021,Short Rains,Kenya,Meru
324,37.7771155,0.0547548,1042.9,maize,10/7/2021,Short Rains,Kenya,Meru
325,37.851425,-0.01927,952.7,maize,10/10/2021,Short Rains,Kenya,Meru
326,37.9910031,0.322569,1372.6,maize,11/11/2021,Short Rains,Kenya,Meru
327,37.779223,0.1755493,1519,maize,10/25/2021,Short Rains,Kenya,Meru
328,37.75112167,-0.005266667,1213.5,maize,10/25/2021,Short Rains,Kenya,Meru
329,37.8627393,-0.1051042,754.55,maize,10/20/2021,Short Rains,Kenya,Meru
330,37.7900771,0.1017244,1192.5,maize,10/24/2021,Short Rains,Kenya,Meru
331,37.8614818,-0.1062341,766.47,maize,11/27/2021,Short Rains,Kenya,Meru
332,37.6490683,0.1846813,1431.94,maize,10/10/2021,Short Rains,Kenya,Meru
333,37.8001548,0.0609852,1166.59,maize,10/10/2021,Short Rains,Kenya,Meru
334,37.8191113,0.0538026,1142.9,maize,10/13/2021,Short Rains,Kenya,Meru
335,37.8629785,-0.1051368,802.7,maize,11/17/2021,Short Rains,Kenya,Meru
336,37.797756,0.0833781,1237.8,maize,10/31/2021,Short Rains,Kenya,Meru
337,37.9427069,0.3612084,1783.5,maize,11/10/2021,Short Rains,Kenya,Meru
338,37.76628167,-0.033826667,1089.3,maize,10/16/2021,Short Rains,Kenya,Meru
339,37.8625868,-0.1051491,764.17,maize,10/23/2021,Short Rains,Kenya,Meru
340,37.789509,0.0582942,1148.2,maize,10/20/2021,Short Rains,Kenya,Meru
341,37.8614933,-0.1064033,786.4,maize,10/9/2021,Short Rains,Kenya,Meru
342,37.829395,-0.027091667,1037.9,maize,10/17/2021,Short Rains,Kenya,Meru
343,37.8625457,-0.1054851,775.2,maize,11/19/2021,Short Rains,Kenya,Meru
344,37.7672611,0.0193709,1116.9,maize,11/23/2021,Short Rains,Kenya,Meru
345,37.7650154,-0.0358847,1109.8,maize,10/20/2021,Short Rains,Kenya,Meru
346,37.5236183,0.13658,2010.9,maize,10/16/2021,Short Rains,Kenya,Meru
347,37.6490083,0.1845113,1434.32,maize,10/4/2021,Short Rains,Kenya,Meru
348,37.7882412,0.0709294,1181.09,maize,10/12/2021,Short Rains,Kenya,Meru
349,38.09049,0.3050317,868.4,maize,11/11/2020,Short Rains,Kenya,Meru
350,37.7540629,0.030173,1124.7,maize,11/19/2021,Short Rains,Kenya,Meru
351,37.8186278,0.0871582,1181.8,maize,10/22/2021,Short Rains,Kenya,Meru
352,37.8626465,-0.1055296,802.4,maize,11/21/2021,Short Rains,Kenya,Meru
353,37.764955,-0.038743333,1146.5,maize,10/17/2021,Short Rains,Kenya,Meru
354,37.6074842,0.1841029,1575.4,maize,10/10/2021,Short Rains,Kenya,Meru
355,37.79916,-0.043603333,989.3,maize,10/18/2021,Short Rains,Kenya,Meru
356,38.0478495,0.2993819,1028.7,maize,10/10/2021,Short Rains,Kenya,Meru
357,37.7138282,-0.036646,1260.55,maize,10/25/2021,Short Rains,Kenya,Meru
358,37.7577,-0.010563333,1075.9,maize,10/17/2021,Short Rains,Kenya,Meru
359,37.8200944,0.0888316,1134.9,maize,10/28/2021,Short Rains,Kenya,Meru
360,37.7776372,0.0577051,1143.5,maize,10/8/2021,Short Rains,Kenya,Meru
361,37.7659917,0.1850283,1442.8,maize,10/10/2021,Short Rains,Kenya,Meru
362,37.8498483,0.1002333,1170.2,maize,10/14/2021,Short Rains,Kenya,Meru
363,37.8717154,-0.1210654,730.09,maize,10/21/2021,Short Rains,Kenya,Meru
364,37.8632811,-0.1051661,774.2,maize,11/22/2021,Short Rains,Kenya,Meru
365,37.6242757,0.1374806,1630.34,maize,12/26/2021,Short Rains,Kenya,Meru
366,38.0610455,0.2813682,933.2,maize,11/10/2021,Short Rains,Kenya,Meru
367,37.8614635,-0.1065576,760.65,maize,11/17/2021,Short Rains,Kenya,Meru
368,37.75015833,-0.00863,1164.8,maize,10/17/2021,Short Rains,Kenya,Meru
369,37.5230644,0.1366936,2027.2,maize,10/22/2021,Short Rains,Kenya,Meru
370,37.8626482,-0.105146,761.76,maize,10/24/2021,Short Rains,Kenya,Meru
371,37.8081468,0.1012919,1176.09,maize,10/27/2021,Short Rains,Kenya,Meru
372,37.8617421,-0.1059786,752.46,maize,10/21/2021,Short Rains,Kenya,Meru
373,37.6441912,0.1623769,1483.92,maize,10/2/2021,Short Rains,Kenya,Meru
374,37.5012579,0.1124415,2265.69,maize,10/20/2021,Short Rains,Kenya,Meru
375,37.7839567,0.0599366,1178.8,maize,10/23/2021,Short Rains,Kenya,Meru
376,37.9909616,0.3224554,1371.1,maize,10/11/2021,Short Rains,Kenya,Meru
377,37.634014,0.1420937,1571.31,maize,10/11/2021,Short Rains,Kenya,Meru
378,37.5015973,0.1123703,2255.9,maize,10/21/2021,Short Rains,Kenya,Meru
379,37.6484594,0.1858258,1429.09,maize,10/15/2021,Short Rains,Kenya,Meru
380,37.7687557,0.0829768,1178.59,maize,10/20/2021,Short Rains,Kenya,Meru
381,37.8627427,-0.1050528,753.33,maize,10/17/2021,Short Rains,Kenya,Meru
382,37.7851287,0.0602056,1189.8,maize,10/9/2021,Short Rains,Kenya,Meru
383,37.8628972,-0.1050984,790.1,maize,11/20/2021,Short Rains,Kenya,Meru
384,37.8455428,0.2472278,1887,maize,10/15/2021,Short Rains,Kenya,Meru
385,37.7848259,0.0806631,1240.9,maize,10/18/2021,Short Rains,Kenya,Meru
386,37.776857,-0.0599925,972.7,maize,10/11/2021,Short Rains,Kenya,Meru
387,37.8196317,0.0880072,1204.59,maize,10/25/2021,Short Rains,Kenya,Meru
388,37.8056611,0.063095,1170.5,maize,10/23/2021,Short Rains,Kenya,Meru
389,37.8853015,0.3165689,1648.3,maize,10/15/2021,Short Rains,Kenya,Meru
390,37.7917102,0.0778168,1182.7,maize,10/10/2021,Short Rains,Kenya,Meru
391,37.624629,0.1374083,1620.66,maize,10/9/2021,Short Rains,Kenya,Meru
392,37.8627429,-0.1050826,751.84,maize,10/19/2021,Short Rains,Kenya,Meru
393,37.83723333,-0.014496667,913.4,maize,10/17/2021,Short Rains,Kenya,Meru
394,37.6501135,0.184859,1432.18,maize,10/3/2021,Short Rains,Kenya,Meru
395,37.8716043,-0.1213468,751.3,maize,11/8/2021,Short Rains,Kenya,Meru
396,37.8704717,0.2820517,1655.7,maize,10/10/2021,Short Rains,Kenya,Meru
397,37.8615875,-0.1064967,764.48,maize,11/20/2021,Short Rains,Kenya,Meru
398,37.6147465,0.1361722,1688.09,maize,10/7/2021,Short Rains,Kenya,Meru
399,37.8170297,0.0480678,1124.7,maize,10/16/2021,Short Rains,Kenya,Meru
400,37.8627093,-0.1055599,801.8,maize,11/26/2021,Short Rains,Kenya,Meru
401,37.820275,-0.015405,1007.3,maize,10/16/2021,Short Rains,Kenya,Meru
402,37.7823091,0.1733661,1515.2,maize,10/10/2021,Short Rains,Kenya,Meru
403,37.76871167,-0.001101667,997,maize,10/16/2021,Short Rains,Kenya,Meru
404,37.8175178,0.087446,1198.9,maize,10/19/2021,Short Rains,Kenya,Meru
405,37.834525,0.10424,1232.4,maize,10/15/2021,Short Rains,Kenya,Meru
406,37.7545754,-0.0788248,1161.59,maize,10/14/2021,Short Rains,Kenya,Meru
407,37.8544538,-0.0995587,813.7,maize,10/30/2021,Short Rains,Kenya,Meru
408,37.77778833,-0.020228333,1054.2,maize,10/26/2021,Short Rains,Kenya,Meru
409,37.832765,0.0909517,1183.7,maize,10/15/2021,Short Rains,Kenya,Meru
410,37.2243628,-0.8894448,1416.9,maize,10/9/2021,Short Rains,Kenya,Muranga
411,37.0266254,-0.897704,1604.6,maize,10/14/2020,Short Rains,Kenya,Muranga
412,37.2274508,-0.8887402,1385.59,maize,10/25/2021,Short Rains,Kenya,Muranga
413,37.1739065,-0.8348566,1310.09,maize,11/12/2021,Short Rains,Kenya,Muranga
414,37.0961862,-0.8862134,1592.1,maize,10/1/2021,Short Rains,Kenya,Muranga
415,37.1597938,-0.9693964,1476.8,maize,11/5/2021,Short Rains,Kenya,Muranga
416,37.2239681,-0.8884624,1433.3,maize,10/9/2021,Short Rains,Kenya,Muranga
417,37.3466972,-0.9802745,1263.8,maize,11/8/2021,Short Rains,Kenya,Muranga
418,37.347643,-0.9872088,1309.4,maize,10/8/2021,Short Rains,Kenya,Muranga
419,37.0683836,-0.9407073,1565.9,maize,10/10/2021,Short Rains,Kenya,Muranga
420,37.1793905,-0.8352368,1345.2,maize,10/12/2021,Short Rains,Kenya,Muranga
421,37.0969669,-0.8872326,1519.5,maize,9/5/2021,Off Season,Kenya,Muranga
422,37.2253073,-0.8880876,1332,maize,10/9/2021,Short Rains,Kenya,Muranga
423,37.1014473,-0.8847637,1528,maize,10/5/2021,Short Rains,Kenya,Muranga
424,37.0234944,-0.9689224,1549.4,maize,10/3/2021,Short Rains,Kenya,Muranga
425,37.0676183,-0.7749817,1538.3,maize,10/16/2021,Short Rains,Kenya,Muranga
426,37.0740719,-0.9633616,1408.2,maize,10/10/2021,Short Rains,Kenya,Muranga
427,37.0416123,-0.915514,1607.8,maize,10/14/2021,Short Rains,Kenya,Muranga
428,37.0663216,-0.7749695,1461.5,maize,10/16/2021,Short Rains,Kenya,Muranga
